순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수
922,143666426,AI 사고철학,https://www.yes24.com/product/goods/143666426,"이준헌, 조민호",더로드,2025년 03월,"18,000","20,000",10%,84
923,143604796,한 권으로 끝내는 미드저니,https://www.yes24.com/product/goods/143604796,민자경,에듀웨이,2025년 04월,"20,700","23,000",10%,522
924,143513509,아이패드 디지털 캘리그라피 N잡러 되기,https://www.yes24.com/product/goods/143513509,우연주,아티오,2025년 03월,"17,550","19,500",10%,306
925,143492268,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),https://www.yes24.com/product/goods/143492268,김근아,아티오,2025년 03월,"12,600","14,000",10%,"1,182"
926,143372817,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,https://www.yes24.com/product/goods/143372817,김현석,초록비책공방,2025년 03월,"23,400","26,000",10%,498
927,143268983,THE 포토샵,https://www.yes24.com/product/goods/143268983,김은혜,길벗,2025년 03월,"23,400","26,000",10%,552
928,143046524,인공지능의 몸들,https://www.yes24.com/product/goods/143046524,심귀연,커뮤니케이션북스,2025년 02월,"12,000","12,000",,150
929,142972932,대체 불가능한 디자이너 되기,https://www.yes24.com/product/goods/142972932,오완원,길벗,2025년 03월,"19,800","22,000",10%,822
930,142636957,이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치,https://www.yes24.com/product/goods/142636957,프렘 팀시나 저/임선집 역,루비페이퍼,2025년 02월,"25,200","28,000",10%,648
931,142572387,처음 시작하는 디지털 드로잉 with 스케치북,https://www.yes24.com/product/goods/142572387,이은지,시대인,2025년 02월,"17,100","19,000",10%,"2,712"
932,142569581,트래픽을 쓸어 담는 SEO 마케팅,https://www.yes24.com/product/goods/142569581,"김건오, 양효원",e비즈북스,2025년 02월,"23,400","26,000",10%,"1,062"
933,142565684,AI를 활용한 숏폼영상 제작가이드,https://www.yes24.com/product/goods/142565684,장세인,위메이크북,2025년 02월,"18,000","20,000",10%,636
934,142277966,NEW 우당탕탕 컴퓨터와 친해지기,https://www.yes24.com/product/goods/142277966,놀이교육콘텐츠랩,마린북스,2025년 02월,"12,600","14,000",10%,"1,302"
935,141892324,막힘없이 PostgreSQL,https://www.yes24.com/product/goods/141892324,"임경석, 김철환, 박관규, 김규민",엑셈,2025년 01월,"28,800","32,000",10%,834
936,141888791,AI와 인문학의 주제들,https://www.yes24.com/product/goods/141888791,"정서현, 우동현, 김동우",커뮤니케이션북스,2025년 02월,"12,000","12,000",,603
937,141835517,한 시간 만에 게임 만들기,https://www.yes24.com/product/goods/141835517,"게임도칸 저/김은철, 유세라 역",영진닷컴,2025년 01월,"23,400","26,000",10%,258
938,141732801,이것이 생성형 AI다,https://www.yes24.com/product/goods/141732801,김명락,슬로디미디어,2025년 02월,"15,120","16,800",10%,684
939,141731540,대표 전략으로 입문하는 미국 주식 퀀트 투자,https://www.yes24.com/product/goods/141731540,이용환,프리렉,2025년 02월,"27,000","30,000",10%,468
940,141695114,왕초보 맞춤형 랜선 사수 올이 엑셀,https://www.yes24.com/product/goods/141695114,올이,한빛미디어,2025년 01월,"18,900","21,000",10%,690
941,141383909,트랜스포머로 시작하는 언어 모델과 생성형 인공지능,https://www.yes24.com/product/goods/141383909,추형석,위즈앤북,2025년 01월,"16,020","17,800",10%,564
942,141382077,ChatGPT 마케팅,https://www.yes24.com/product/goods/141382077,임헌수,이코노믹북스,2025년 01월,"22,500","25,000",10%,852
943,141377702,데이터 마이닝 개념과 기법 4/e,https://www.yes24.com/product/goods/141377702,"지아웨이 한, 지안 페이, 항항 통 저/동준상 역",에이콘출판사,2025년 01월,"49,500","55,000",10%,306
944,141331756,스마트폰과 AI로 소통하는 새로운 세상,https://www.yes24.com/product/goods/141331756,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,"16,200","18,000",10%,120
945,141327600,챗GPT와 함께 만드는 초등 수업 디자인 ++,https://www.yes24.com/product/goods/141327600,"박준원, 김지현, 김병남, 이홍락, 김한준 저 외 6명
                                        
정보 더 보기/감추기



박준원
김지현
김병남
이홍락
김한준
이종상
박주현
김은협
김도현
공민수
이정진",앤써북,2025년 01월,"15,930","17,700",10%,516
946,141312058,"스마트폰, 학교 수업에 들어오다!",https://www.yes24.com/product/goods/141312058,박만재,다빈치books,2025년 01월,"28,800","32,000",10%,348
947,141310358,교실에서 바로 쓰는 챗GPT 교사 활용법,https://www.yes24.com/product/goods/141310358,유수근,앤써북,2025년 01월,"17,820","19,800",10%,"3,129"
948,141218965,C 언어 마스터,https://www.yes24.com/product/goods/141218965,문석재,한빛아카데미,2025년 01월,"32,000","32,000",,"1,572"
949,141195086,머신 러닝 마스터 클래스,https://www.yes24.com/product/goods/141195086,민재식,인사이트(insight),2025년 01월,"22,500","25,000",10%,402
950,141129325,"AI, 너 내 마케터가 돼라!",https://www.yes24.com/product/goods/141129325,오종현,e비즈북스,2025년 01월,"16,200","18,000",10%,498
951,141129131,시니어를 위한 스마트폰 활용 with 챗GPT,https://www.yes24.com/product/goods/141129131,"곽민철, 정희철",생능북스,2025년 01월,"17,820","19,800",10%,"1,956"
952,140833041,Vue 3와 타입스크립트로 배우는 프런트엔드 개발,https://www.yes24.com/product/goods/140833041,"WINGS 프로젝트, 사이토 신조 저/손민옹 역/야마다 요시히로 감수",한빛미디어,2025년 01월,"32,400","36,000",10%,468
953,140581873,프리미어프로 비디오효과사전,https://www.yes24.com/product/goods/140581873,코모사전,BOOKK(부크크),2024년 11월,"35,000","35,000",,66
954,140398266,부모님을 위한 참 다정한 스마트폰 안내서,https://www.yes24.com/product/goods/140398266,백준사,빚은책들,2025년 01월,"19,800","22,000",10%,168
955,140243622,이원철TV의 스마트폰 사용 설명서,https://www.yes24.com/product/goods/140243622,이원철,시대인,2024년 12월,"15,300","17,000",10%,306
956,140199363,인공지능 법과 윤리,https://www.yes24.com/product/goods/140199363,김명훈,길벗캠퍼스,2024년 12월,"29,500","29,500",,336
957,140182521,독학 파이썬,https://www.yes24.com/product/goods/140182521,야마다 요시히로 저/윤모린 역,정보문화사,2024년 12월,"28,800","32,000",10%,222
958,140019103,업무 효율이 10배 오르는 챗GPT X 엑셀 활용법,https://www.yes24.com/product/goods/140019103,다케이 가즈미 저/구수영 역,AK(에이케이 커뮤니케이션즈),2024년 12월,"18,810","19,800",5%,366
959,139938349,캐릭터 일러스트 강좌 with 프로크리에이트,https://www.yes24.com/product/goods/139938349,딥 블리자드 저/신상재 역,ZZOM,2024년 12월,"19,800","22,000",10%,240
960,139858028,AI 고속도로,https://www.yes24.com/product/goods/139858028,송경창,밝은사람들,2024년 11월,"20,900","22,000",5%,654
961,139798378,임종수의 STM32 Cortex-M 완벽 활용서 Vol.1,https://www.yes24.com/product/goods/139798378,임종수,버무림,2024년 11월,"38,700","43,000",10%,780
962,139786609,데이터 과학 기반의 파이썬 빅데이터 분석,https://www.yes24.com/product/goods/139786609,이지영,한빛아카데미,2024년 11월,"31,000","31,000",,"1,644"
963,139756585,Do it! 코드 없이 배우는 데이터 분석 with 오렌지3,https://www.yes24.com/product/goods/139756585,권서림,이지스퍼블리싱,2024년 12월,"16,920","18,800",10%,"1,446"
964,139642315,어른들을 위한 가장 쉬운 워드&엑셀,https://www.yes24.com/product/goods/139642315,혜지원 기획팀,혜지원,2024년 11월,"13,500","15,000",10%,648
965,139563085,"AI로 이미지, 영상, 음악 한 번에 끝내기",https://www.yes24.com/product/goods/139563085,이현,천그루숲,2024년 11월,"16,200","18,000",10%,"1,038"
966,138964141,데이터시각화를 하는 가장 쉬운 방법 by 구글 루커 스튜디오,https://www.yes24.com/product/goods/138964141,천영훈,디지털북스,2024년 12월,"18,000","20,000",10%,738
967,138931251,디지털 일러스트 빛과 그림자 그리기 사전,https://www.yes24.com/product/goods/138931251,조우노세 저/김재훈 역,한스미디어,2024년 11월,"22,500","25,000",10%,510
968,138775159,코딩 없이 배우는 데이터 분석,https://www.yes24.com/product/goods/138775159,"황보현우, 한노아",성안북스,2024년 11월,"31,500","35,000",10%,120
969,138601929,처음 배우는 플러터 앱 개발,https://www.yes24.com/product/goods/138601929,후지카와 케이 저/이영란 역,생능북스,2024년 11월,"18,000","20,000",10%,372
970,138273337,현장 중심의 프로젝트 매니지먼트,https://www.yes24.com/product/goods/138273337,하시모토 마사요시 저/정인식 역,제이펍,2024년 11월,"19,800","22,000",10%,378
971,137094003,플러터와 Node.js로 시작하는 풀스택 개발,https://www.yes24.com/product/goods/137094003,김진형,영진닷컴,2024년 11월,"32,400","36,000",10%,192
972,136882448,소플의 처음 만난 AWS,https://www.yes24.com/product/goods/136882448,이인제,한빛미디어,2024년 11월,"43,200","48,000",10%,882
973,136304038,AI 영화 제작,https://www.yes24.com/product/goods/136304038,"민지영, 문수민, 전은재, 앤미디어",길벗,2024년 11월,"24,300","27,000",10%,"2,430"
974,135969074,미리캔버스로 완성하는 콘텐츠 디자인,https://www.yes24.com/product/goods/135969074,이상권,시대인,2024년 10월,"16,200","18,000",10%,"1,314"
975,135815717,AI는 어떻게 예술이 되는가,https://www.yes24.com/product/goods/135815717,"라이언 오슬링, 박선주, 박승순, 안소정, 양나리 글그림 외 3명
                                        
정보 더 보기/감추기



라이언 오슬링
박선주
박승순
안소정
양나리
조영각
권한슬
구도형",스튜디오사월,2024년 10월,"18,000","20,000",10%,252
976,135800272,이것이 우분투 리눅스다,https://www.yes24.com/product/goods/135800272,우재남 저/박길식 감수,한빛미디어,2024년 11월,"32,400","36,000",10%,"2,202"
977,135796323,머니코치 최준호의 네이버 3대장 마케팅,https://www.yes24.com/product/goods/135796323,최준호,한빛미디어,2024년 10월,"19,800","22,000",10%,"1,128"
978,135733382,규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙,https://www.yes24.com/product/goods/135733382,장선웅,북랩,2024년 10월,"18,000","20,000",10%,"1,434"
979,135733019,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,https://www.yes24.com/product/goods/135733019,장선웅,북랩,2024년 10월,"27,000","30,000",10%,"2,142"
980,135725317,이토록 쉬운 챗GPT로 마케팅 데이터 분석하기,https://www.yes24.com/product/goods/135725317,박경아,루비페이퍼,2024년 10월,"19,800","22,000",10%,264
981,134867624,핸즈온 그래프 인공신경망 with Python,https://www.yes24.com/product/goods/134867624,"Maxime Labonne 저 / 김현우, 정지수, 윤성준, 박진영 공역",홍릉,2024년 10월,"35,000","35,000",,252
982,134781990,난생처음 인공지능 입문,https://www.yes24.com/product/goods/134781990,서지영,한빛아카데미,2024년 10월,"27,000","27,000",,"4,344"
983,134657938,임종수의 STM32 Cortex-M 완벽활용서 Vol. 2,https://www.yes24.com/product/goods/134657938,임종수,버무림,2024년 10월,"43,200","48,000",10%,300
984,134605465,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP,https://www.yes24.com/product/goods/134605465,"주호재, 서기준",생능북스,2024년 10월,"20,700","23,000",10%,"1,812"
985,134242062,한컴오피스 2024,https://www.yes24.com/product/goods/134242062,윤관식,가나출판사,2024년 10월,"20,700","23,000",10%,912
986,133976149,FastAPI로 배우는 백엔드 프로그래밍 with 클린 아키텍처,https://www.yes24.com/product/goods/133976149,한용재,제이펍,2024년 10월,"22,500","25,000",10%,828
987,133823740,인공지능이 다 해주는 브루 Vrew 영상 편집,https://www.yes24.com/product/goods/133823740,지현이 저/브루 개발팀 감수,시프트,2024년 10월,"18,000","20,000",10%,"7,254"
988,133810549,1일 1단어 1분으로 끝내는 AI공부,https://www.yes24.com/product/goods/133810549,최재운,글담,2024년 10월,"15,300","17,000",10%,672
989,133320689,정보보안 관제 및 운영 자동화 실무 가이드,https://www.yes24.com/product/goods/133320689,최대수,에이콘출판사,2024년 09월,"27,000","30,000",10%,552
990,133292300,AI 에이전트와 사회 변화,https://www.yes24.com/product/goods/133292300,이경전,커뮤니케이션북스,2024년 09월,"11,400","12,000",5%,324
991,133218136,테라폼으로 시작하는 IaC,https://www.yes24.com/product/goods/133218136,"김민수, 김재준, 이규석, 이유종",한빛미디어,2024년 09월,"28,800","32,000",10%,432
992,133202481,로블록스 코딩 마스터하기,https://www.yes24.com/product/goods/133202481,마크 키프 저/이진수 역,영진닷컴,2024년 09월,"28,800","32,000",10%,702
993,133199781,원큐패스 나는야 엔트리 게임 개발자,https://www.yes24.com/product/goods/133199781,"이영호, 최홍송",다락원,2024년 09월,"15,300","17,000",10%,"1,188"
994,132950348,챗GPT로 데이터 분석 가로채기,https://www.yes24.com/product/goods/132950348,박경하,디지털북스,2024년 09월,"15,300","17,000",10%,84
995,132759525,챗GPT API를 활용한 챗봇 만들기,https://www.yes24.com/product/goods/132759525,이승우,한빛미디어,2024년 08월,"28,800","32,000",10%,750
996,132620204,아케이드 게임 타이포그래피,https://www.yes24.com/product/goods/132620204,오마가리 토시 저/무로가 기요노리 글/박희원 역,안그라픽스,2024년 08월,"33,250","35,000",5%,162
997,132617063,우리는 왜 게임을 하는가?,https://www.yes24.com/product/goods/132617063,하얀쥐 글그림,골든래빗,2024년 09월,"21,600","24,000",10%,444
998,132388664,코드 밖 커뮤니케이션,https://www.yes24.com/product/goods/132388664,재퀴 리드 저/곽지원 역,한빛미디어,2024년 08월,"21,600","24,000",10%,426
999,130736603,AI 시대의 프로그래머,https://www.yes24.com/product/goods/130736603,"톰 타울리 저/이일섭, 황은옥 역",한빛미디어,2024년 08월,"20,700","23,000",10%,612
1000,130279113,블렌더로 애니 그림체 캐릭터를 만들어보자! : 모델링편,https://www.yes24.com/product/goods/130279113,나츠모리 카츠 저/김모세 역,AK(에이케이 커뮤니케이션즈),2024년 08월,"38,520","42,800",10%,"1,260"
